pos_team,posteam_home,posteam_away,def_team,score_differential,yardline_100,half_seconds_remaining,qtr,down,ydstogo,normal_first_down,first_and_short,first_and_long,second_and_short,second_and_medium,second_and_long,third_and_short,third_and_medium,third_and_long,in_redzone,is_two_minute_drill,is_goal_to_go,curr_drive_length,play_type,play_length
WAS,0,1,ARI,0.0,75.0,1800.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,3.0
WAS,0,1,ARI,0.0,72.0,1770.0,1,2.0,7,0,0,0,0,1,0,0,0,0,0,0,0,3.0,pass,6.0
WAS,0,1,ARI,0.0,66.0,1735.0,1,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,9.0,run,2.0
WAS,0,1,ARI,0.0,64.0,1696.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,11.0,pass,10.0
WAS,0,1,ARI,0.0,64.0,1692.0,1,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,11.0,pass,12.0
WAS,0,1,ARI,0.0,52.0,1654.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,23.0,pass,-4.0
WAS,0,1,ARI,0.0,51.0,1616.0,1,2.0,9,0,0,0,0,0,1,0,0,0,0,0,0,24.0,pass,3.0
WAS,0,1,ARI,0.0,51.0,1611.0,1,3.0,9,0,0,0,0,0,0,0,0,1,0,0,0,24.0,pass,-3.0
ARI,0,1,WAS,0.0,83.0,1559.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,-1.0
ARI,0,1,WAS,0.0,84.0,1528.0,1,2.0,11,0,0,0,0,0,1,0,0,0,0,0,0,-1.0,run,6.0
ARI,0,1,WAS,0.0,78.0,1491.0,1,3.0,5,0,0,0,0,0,0,0,1,0,0,0,0,5.0,pass,6.0
ARI,0,1,WAS,0.0,72.0,1452.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,11.0,pass,8.0
ARI,0,1,WAS,0.0,72.0,1448.0,1,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,11.0,pass,-4.0
