pos_team,posteam_home,posteam_away,def_team,score_differential,yardline_100,half_seconds_remaining,qtr,down,ydstogo,normal_first_down,first_and_short,first_and_long,second_and_short,second_and_medium,second_and_long,third_and_short,third_and_medium,third_and_long,in_redzone,is_two_minute_drill,is_goal_to_go,curr_drive_length,play_type,play_length
ARI,0,1,TEN,10.0,17.0,663.0,2,2.0,5,0,0,0,0,1,0,0,0,0,1,0,0,53.0,pass,4.0
TEN,0,1,ARI,-17.0,75.0,656.0,2,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0.0,pass,9.0
TEN,0,1,ARI,-17.0,63.0,628.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,12.0,run,2.0
TEN,0,1,ARI,-17.0,61.0,592.0,2,2.0,8,0,0,0,0,0,1,0,0,0,0,0,0,14.0,pass,6.0
TEN,0,1,ARI,-17.0,50.0,557.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,25.0,pass,24.0
TEN,0,1,ARI,-17.0,11.0,530.0,2,1.0,10,1,0,0,0,0,0,0,0,0,1,0,0,64.0,pass,11.0
TEN,0,1,ARI,-17.0,11.0,527.0,2,2.0,10,0,0,0,0,0,1,0,0,0,1,0,0,64.0,pass,11.0
TEN,0,1,ARI,-17.0,11.0,523.0,2,3.0,10,0,0,0,0,0,0,0,0,1,1,0,0,64.0,pass,7.0
TEN,0,1,ARI,-17.0,1.0,481.0,2,1.0,1,0,1,0,0,0,0,0,0,0,1,0,1,74.0,run,0.0
TEN,0,1,ARI,-17.0,1.0,449.0,2,2.0,1,0,0,0,1,0,0,0,0,0,1,0,1,74.0,run,0.0
TEN,0,1,ARI,-17.0,1.0,414.0,2,3.0,1,0,0,0,0,0,0,1,0,0,1,0,1,74.0,run,1.0
ARI,0,1,TEN,11.0,75.0,410.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,22.0
ARI,0,1,TEN,11.0,75.0,404.0,2,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0.0,pass,11.0
ARI,0,1,TEN,11.0,75.0,399.0,2,3.0,10,0,0,0,0,0,0,0,0,1,0,0,0,0.0,pass,17.0
ARI,0,1,TEN,11.0,57.0,347.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,18.0,run,4.0
ARI,0,1,TEN,11.0,53.0,313.0,2,2.0,6,0,0,0,0,1,0,0,0,0,0,0,0,22.0,run,8.0
ARI,0,1,TEN,11.0,45.0,267.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,30.0,run,0.0
ARI,0,1,TEN,11.0,45.0,224.0,2,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,30.0,pass,4.0
ARI,0,1,TEN,11.0,41.0,184.0,2,3.0,6,0,0,0,0,0,0,0,1,0,0,0,0,34.0,pass,20.0
ARI,0,1,TEN,11.0,19.0,139.0,2,1.0,10,1,0,0,0,0,0,0,0,0,1,0,0,56.0,run,0.0
ARI,0,1,TEN,11.0,19.0,120.0,2,2.0,10,0,0,0,0,0,1,0,0,0,1,1,0,56.0,pass,-2.0
ARI,0,1,TEN,11.0,8.0,115.0,2,1.0,8,1,0,0,0,0,0,0,0,0,1,1,1,67.0,run,6.0
ARI,0,1,TEN,11.0,2.0,109.0,2,2.0,2,0,0,0,1,0,0,0,0,0,1,1,1,73.0,run,2.0
TEN,0,1,ARI,-18.0,75.0,104.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,1,0,0.0,pass,5.0
TEN,0,1,ARI,-18.0,66.0,83.0,2,2.0,1,0,0,0,1,0,0,0,0,0,0,1,0,9.0,run,16.0
TEN,0,1,ARI,-18.0,50.0,61.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,1,0,25.0,pass,5.0
TEN,0,1,ARI,-18.0,41.0,42.0,2,2.0,1,0,0,0,1,0,0,0,0,0,0,1,0,34.0,pass,4.0
TEN,0,1,ARI,-18.0,37.0,37.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,1,0,38.0,pass,4.0
TEN,0,1,ARI,-18.0,28.0,28.0,2,2.0,1,0,0,0,1,0,0,0,0,0,0,1,0,47.0,pass,13.0
TEN,0,1,ARI,-18.0,28.0,24.0,2,3.0,1,0,0,0,0,0,0,1,0,0,0,1,0,47.0,pass,28.0
ARI,0,1,TEN,18.0,64.0,14.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,1,0,0.0,pass,-3.0
ARI,0,1,TEN,18.0,52.0,8.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,1,0,12.0,pass,14.0
ARI,0,1,TEN,18.0,84.0,1793.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,4.0
ARI,0,1,TEN,18.0,80.0,1758.0,3,2.0,6,0,0,0,0,1,0,0,0,0,0,0,0,4.0,pass,-6.0
ARI,0,1,TEN,18.0,77.0,1734.0,3,3.0,3,0,0,0,0,0,0,1,0,0,0,0,0,7.0,pass,21.0
TEN,1,0,ARI,-18.0,32.0,1722.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,14.0
TEN,1,0,ARI,-18.0,13.0,1679.0,3,1.0,10,1,0,0,0,0,0,0,0,0,1,0,0,19.0,pass,13.0
ARI,0,1,TEN,11.0,75.0,1675.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,-4.0
ARI,0,1,TEN,11.0,46.0,1635.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,29.0,run,3.0
ARI,0,1,TEN,11.0,43.0,1612.0,3,2.0,7,0,0,0,0,1,0,0,0,0,0,0,0,32.0,pass,7.0
ARI,0,1,TEN,11.0,33.0,1586.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,42.0,run,7.0
ARI,0,1,TEN,11.0,26.0,1550.0,3,2.0,3,0,0,0,1,0,0,0,0,0,0,0,0,49.0,pass,-1.0
ARI,0,1,TEN,11.0,26.0,1545.0,3,3.0,3,0,0,0,0,0,0,1,0,0,0,0,0,49.0,pass,26.0
TEN,0,1,ARI,-18.0,80.0,1540.0,3,1.0,15,0,0,1,0,0,0,0,0,0,0,0,0,-5.0,pass,7.0
TEN,0,1,ARI,-18.0,71.0,1508.0,3,2.0,6,0,0,0,0,1,0,0,0,0,0,0,0,4.0,run,1.0
TEN,0,1,ARI,-18.0,70.0,1469.0,3,3.0,5,0,0,0,0,0,0,0,1,0,0,0,0,5.0,pass,23.0
ARI,0,1,TEN,18.0,53.0,1461.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,18.0
ARI,0,1,TEN,18.0,53.0,1454.0,3,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0.0,pass,10.0
TEN,0,1,ARI,-18.0,90.0,1405.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,19.0
TEN,0,1,ARI,-18.0,71.0,1375.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,19.0,run,4.0
TEN,0,1,ARI,-18.0,67.0,1340.0,3,2.0,6,0,0,0,0,1,0,0,0,0,0,0,0,23.0,run,8.0
TEN,0,1,ARI,-18.0,64.0,1296.0,3,1.0,15,0,0,1,0,0,0,0,0,0,0,0,0,26.0,run,8.0
TEN,0,1,ARI,-18.0,56.0,1272.0,3,2.0,7,0,0,0,0,1,0,0,0,0,0,0,0,34.0,run,-1.0
ARI,0,1,TEN,18.0,33.0,1218.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,16.0
ARI,0,1,TEN,18.0,17.0,1180.0,3,1.0,10,1,0,0,0,0,0,0,0,0,1,0,0,16.0,run,4.0
ARI,0,1,TEN,18.0,13.0,1137.0,3,2.0,6,0,0,0,0,1,0,0,0,0,1,0,0,20.0,run,2.0
ARI,0,1,TEN,18.0,11.0,1091.0,3,3.0,4,0,0,0,0,0,0,0,1,0,1,0,0,22.0,pass,11.0
TEN,0,1,ARI,-25.0,75.0,1086.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,10.0
TEN,0,1,ARI,-25.0,75.0,1082.0,3,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0.0,run,4.0
TEN,0,1,ARI,-25.0,71.0,1041.0,3,3.0,6,0,0,0,0,0,0,0,1,0,0,0,0,4.0,pass,10.0
TEN,0,1,ARI,-25.0,61.0,1010.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,14.0,run,7.0
TEN,0,1,ARI,-25.0,54.0,989.0,3,2.0,3,0,0,0,1,0,0,0,0,0,0,0,0,21.0,pass,7.0
TEN,0,1,ARI,-25.0,54.0,986.0,3,3.0,3,0,0,0,0,0,0,1,0,0,0,0,0,21.0,pass,3.0
TEN,0,1,ARI,-25.0,49.0,959.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,26.0,pass,9.0
TEN,0,1,ARI,-25.0,49.0,957.0,3,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,26.0,pass,4.0
TEN,0,1,ARI,-25.0,49.0,953.0,3,3.0,10,0,0,0,0,0,0,0,0,1,0,0,0,26.0,pass,3.0
ARI,0,1,TEN,25.0,43.0,944.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,6.0
ARI,0,1,TEN,25.0,37.0,900.0,4,2.0,4,0,0,0,0,1,0,0,0,0,0,0,0,6.0,run,1.0
ARI,0,1,TEN,25.0,36.0,854.0,4,3.0,3,0,0,0,0,0,0,1,0,0,0,0,0,7.0,run,5.0
ARI,0,1,TEN,25.0,31.0,809.0,4,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,12.0,run,3.0
ARI,0,1,TEN,25.0,28.0,763.0,4,2.0,7,0,0,0,0,1,0,0,0,0,0,0,0,15.0,run,2.0
ARI,0,1,TEN,25.0,26.0,714.0,4,3.0,5,0,0,0,0,0,0,0,1,0,0,0,0,17.0,run,1.0
TEN,0,1,ARI,-25.0,67.0,664.0,4,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,4.0
TEN,0,1,ARI,-25.0,57.0,640.0,4,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,10.0,pass,-3.0
TEN,0,1,ARI,-25.0,49.0,616.0,4,2.0,2,0,0,0,1,0,0,0,0,0,0,0,0,18.0,pass,6.0
TEN,0,1,ARI,-25.0,39.0,589.0,4,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,28.0,pass,3.0
TEN,0,1,ARI,-25.0,41.0,522.0,4,3.0,12,0,0,0,0,0,0,0,0,1,0,0,0,26.0,pass,3.0
ARI,0,1,TEN,25.0,66.0,494.0,4,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,2.0
ARI,0,1,TEN,25.0,64.0,453.0,4,2.0,8,0,0,0,0,0,1,0,0,0,0,0,0,2.0,pass,-2.0
ARI,0,1,TEN,25.0,55.0,408.0,4,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,11.0,run,6.0
ARI,0,1,TEN,25.0,54.0,359.0,4,2.0,9,0,0,0,0,0,1,0,0,0,0,0,0,12.0,run,8.0
ARI,0,1,TEN,25.0,46.0,309.0,4,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,20.0,run,2.0
ARI,0,1,TEN,25.0,44.0,266.0,4,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,22.0,run,1.0
ARI,0,1,TEN,25.0,43.0,224.0,4,2.0,9,0,0,0,0,0,1,0,0,0,0,0,0,23.0,run,1.0
ARI,0,1,TEN,25.0,42.0,175.0,4,3.0,8,0,0,0,0,0,0,0,0,1,0,0,0,24.0,run,1.0
TEN,0,1,ARI,-25.0,97.0,115.0,4,1.0,10,1,0,0,0,0,0,0,0,0,0,1,0,0.0,run,8.0
TEN,0,1,ARI,-25.0,89.0,72.0,4,2.0,2,0,0,0,1,0,0,0,0,0,0,1,0,8.0,run,1.0
TEN,0,1,ARI,-25.0,88.0,26.0,4,3.0,1,0,0,0,0,0,0,1,0,0,0,1,0,9.0,run,2.0
LV,0,1,BAL,0.0,75.0,1800.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,6.0
LV,0,1,BAL,0.0,75.0,1796.0,1,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0.0,pass,5.0
LV,0,1,BAL,0.0,66.0,1753.0,1,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,9.0,run,31.0
LV,0,1,BAL,0.0,35.0,1691.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,40.0,run,-1.0
LV,0,1,BAL,0.0,36.0,1659.0,1,2.0,11,0,0,0,0,0,1,0,0,0,0,0,0,39.0,run,2.0
LV,0,1,BAL,0.0,34.0,1616.0,1,3.0,9,0,0,0,0,0,0,0,0,1,0,0,0,41.0,pass,7.0
LV,0,1,BAL,0.0,21.0,1581.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,54.0,run,3.0
LV,0,1,BAL,0.0,28.0,1560.0,1,1.0,17,0,0,1,0,0,0,0,0,0,0,0,0,47.0,pass,24.0
LV,0,1,BAL,0.0,28.0,1555.0,1,2.0,17,0,0,0,0,0,1,0,0,0,0,0,0,47.0,pass,6.0
LV,0,1,BAL,0.0,28.0,1551.0,1,3.0,17,0,0,0,0,0,0,0,0,1,0,0,0,47.0,run,0.0
BAL,0,1,LV,0.0,92.0,1529.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,3.0
BAL,0,1,LV,0.0,89.0,1491.0,1,2.0,7,0,0,0,0,1,0,0,0,0,0,0,0,3.0,run,18.0
BAL,0,1,LV,0.0,71.0,1449.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,21.0,pass,-5.0
BAL,0,1,LV,0.0,69.0,1416.0,1,2.0,8,0,0,0,0,0,1,0,0,0,0,0,0,23.0,run,2.0
BAL,0,1,LV,0.0,67.0,1370.0,1,3.0,6,0,0,0,0,0,0,0,1,0,0,0,0,25.0,pass,7.0
BAL,0,1,LV,0.0,64.0,1310.0,1,1.0,15,0,0,1,0,0,0,0,0,0,0,0,0,28.0,pass,8.0
BAL,0,1,LV,0.0,64.0,1305.0,1,2.0,15,0,0,0,0,0,1,0,0,0,0,0,0,28.0,run,2.0
LV,0,1,BAL,0.0,76.0,1214.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,23.0
LV,0,1,BAL,0.0,76.0,1209.0,1,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0.0,pass,35.0
LV,0,1,BAL,0.0,76.0,1203.0,1,3.0,10,0,0,0,0,0,0,0,0,1,0,0,0,0.0,pass,20.0
BAL,0,1,LV,0.0,65.0,1186.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,-2.0
BAL,0,1,LV,0.0,65.0,1143.0,1,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0.0,pass,2.0
BAL,0,1,LV,0.0,44.0,1102.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,21.0,run,3.0
BAL,0,1,LV,0.0,41.0,1059.0,1,2.0,7,0,0,0,0,1,0,0,0,0,0,0,0,24.0,pass,5.0
BAL,0,1,LV,0.0,41.0,1055.0,1,3.0,7,0,0,0,0,0,0,0,1,0,0,0,0,24.0,pass,6.0
LV,0,1,BAL,-7.0,85.0,1002.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,13.0
LV,0,1,BAL,-7.0,72.0,966.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,13.0,run,0.0
LV,0,1,BAL,-7.0,72.0,931.0,1,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,13.0,pass,13.0
LV,0,1,BAL,-7.0,72.0,925.0,1,3.0,10,0,0,0,0,0,0,0,0,1,0,0,0,13.0,pass,12.0
BAL,0,1,LV,7.0,80.0,908.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,-3.0
BAL,0,1,LV,7.0,74.0,900.0,2,2.0,4,0,0,0,0,1,0,0,0,0,0,0,0,6.0,run,-3.0
BAL,0,1,LV,7.0,77.0,860.0,2,3.0,7,0,0,0,0,0,0,0,1,0,0,0,0,3.0,pass,6.0
LV,0,1,BAL,-7.0,65.0,849.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,0.0
LV,0,1,BAL,-7.0,65.0,805.0,2,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0.0,pass,2.0
BAL,0,1,LV,7.0,68.0,690.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,19.0
BAL,0,1,LV,7.0,39.0,657.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,29.0,run,0.0
BAL,0,1,LV,7.0,43.0,615.0,2,2.0,14,0,0,0,0,0,1,0,0,0,0,0,0,25.0,pass,4.0
BAL,0,1,LV,7.0,14.0,580.0,2,1.0,10,1,0,0,0,0,0,0,0,0,1,0,0,54.0,pass,14.0
BAL,0,1,LV,7.0,14.0,575.0,2,2.0,10,0,0,0,0,0,1,0,0,0,1,0,0,54.0,run,4.0
BAL,0,1,LV,7.0,10.0,541.0,2,3.0,6,0,0,0,0,0,0,0,1,0,1,0,0,58.0,pass,10.0
LV,0,1,BAL,-14.0,75.0,532.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,3.0
LV,0,1,BAL,-14.0,70.0,495.0,2,2.0,5,0,0,0,0,1,0,0,0,0,0,0,0,5.0,pass,2.0
LV,0,1,BAL,-14.0,64.0,464.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,11.0,pass,8.0
LV,0,1,BAL,-14.0,52.0,428.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,23.0,pass,-3.0
LV,0,1,BAL,-14.0,43.0,391.0,2,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,32.0,run,0.0
LV,0,1,BAL,-14.0,43.0,346.0,2,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,32.0,pass,18.0
LV,0,1,BAL,-14.0,19.0,300.0,2,1.0,10,1,0,0,0,0,0,0,0,0,1,0,0,56.0,pass,3.0
LV,0,1,BAL,-14.0,19.0,295.0,2,2.0,10,0,0,0,0,0,1,0,0,0,1,0,0,56.0,pass,6.0
LV,0,1,BAL,-14.0,2.0,257.0,2,1.0,2,0,1,0,0,0,0,0,0,0,1,0,1,73.0,run,2.0
BAL,0,1,LV,7.0,75.0,254.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,1.0
BAL,0,1,LV,7.0,74.0,212.0,2,2.0,9,0,0,0,0,0,1,0,0,0,0,0,0,1.0,pass,4.0
BAL,0,1,LV,7.0,61.0,179.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,14.0,run,16.0
BAL,0,1,LV,7.0,45.0,132.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,30.0,run,3.0
BAL,0,1,LV,7.0,42.0,120.0,2,2.0,7,0,0,0,0,1,0,0,0,0,0,1,0,33.0,pass,4.0
BAL,0,1,LV,7.0,38.0,82.0,2,3.0,3,0,0,0,0,0,0,1,0,0,0,1,0,37.0,run,2.0
LV,0,1,BAL,-7.0,64.0,72.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,1,0,0.0,pass,19.0
LV,0,1,BAL,-7.0,64.0,67.0,2,2.0,10,0,0,0,0,0,1,0,0,0,0,1,0,0.0,pass,15.0
LV,0,1,BAL,-7.0,49.0,44.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,1,0,15.0,pass,7.0
LV,0,1,BAL,-7.0,49.0,39.0,2,2.0,10,0,0,0,0,0,1,0,0,0,0,1,0,15.0,pass,40.0
LV,0,1,BAL,-7.0,49.0,33.0,2,3.0,10,0,0,0,0,0,0,0,0,1,0,1,0,15.0,pass,4.0
LV,0,1,BAL,-7.0,36.0,27.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,1,0,28.0,pass,4.0
LV,0,1,BAL,-7.0,29.0,22.0,2,2.0,3,0,0,0,1,0,0,0,0,0,0,1,0,35.0,pass,28.0
BAL,0,1,LV,4.0,75.0,1800.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,9.0
BAL,0,1,LV,4.0,65.0,1760.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,10.0,pass,35.0
BAL,0,1,LV,4.0,60.0,1749.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,15.0,run,4.0
BAL,0,1,LV,4.0,56.0,1707.0,3,2.0,6,0,0,0,0,1,0,0,0,0,0,0,0,19.0,pass,5.0
BAL,0,1,LV,4.0,56.0,1703.0,3,3.0,6,0,0,0,0,0,0,0,1,0,0,0,0,19.0,pass,11.0
LV,0,1,BAL,-4.0,93.0,1690.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,2.0
LV,0,1,BAL,-4.0,91.0,1657.0,3,2.0,8,0,0,0,0,0,1,0,0,0,0,0,0,2.0,pass,4.0
LV,0,1,BAL,-4.0,98.0,1601.0,3,3.0,15,0,0,0,0,0,0,0,0,1,0,0,0,-5.0,run,2.0
BAL,0,1,LV,4.0,38.0,1548.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,1.0
BAL,0,1,LV,4.0,38.0,1544.0,3,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0.0,run,11.0
BAL,0,1,LV,4.0,27.0,1500.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,11.0,run,6.0
BAL,0,1,LV,4.0,21.0,1457.0,3,2.0,4,0,0,0,0,1,0,0,0,0,0,0,0,17.0,run,-1.0
BAL,0,1,LV,4.0,22.0,1413.0,3,3.0,5,0,0,0,0,0,0,0,1,0,0,0,0,16.0,pass,2.0
LV,0,1,BAL,-7.0,80.0,1400.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,4.0
LV,0,1,BAL,-7.0,76.0,1375.0,3,2.0,6,0,0,0,0,1,0,0,0,0,0,0,0,4.0,pass,-1.0
LV,0,1,BAL,-7.0,38.0,1262.0,3,2.0,8,0,0,0,0,0,1,0,0,0,0,0,0,42.0,pass,13.0
LV,0,1,BAL,-7.0,22.0,1218.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,58.0,pass,1.0
LV,0,1,BAL,-7.0,20.0,1173.0,3,2.0,8,0,0,0,0,0,1,0,0,0,1,0,0,60.0,pass,1.0
LV,0,1,BAL,-7.0,17.0,1142.0,3,3.0,5,0,0,0,0,0,0,0,1,0,1,0,0,63.0,pass,3.0
BAL,0,1,LV,7.0,87.0,1102.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,15.0
BAL,0,1,LV,7.0,72.0,1058.0,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,15.0,pass,1.0
BAL,0,1,LV,7.0,66.0,1010.0,3,2.0,4,0,0,0,0,1,0,0,0,0,0,0,0,21.0,run,3.0
