pos_team,posteam_home,posteam_away,def_team,score_differential,yardline_100,half_seconds_remaining,qtr,down,ydstogo,normal_first_down,first_and_short,first_and_long,second_and_short,second_and_medium,second_and_long,third_and_short,third_and_medium,third_and_long,in_redzone,is_two_minute_drill,is_goal_to_go,curr_drive_length,play_type,play_length
NYJ,1,0,BAL,-21.0,3.0,67,4,2.0,3,0,0,0,1,0,0,0,0,0,1,1,1,40.0,pass,2.0
NYJ,1,0,BAL,-21.0,3.0,64,4,3.0,3,0,0,0,0,0,0,1,0,0,1,1,1,40.0,pass,3.0
BUF,0,1,LA,0.0,75.0,1800,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,5.0
BUF,0,1,LA,0.0,69.0,1769,1,2.0,4,0,0,0,0,1,0,0,0,0,0,0,0,6.0,run,7.0
BUF,0,1,LA,0.0,62.0,1734,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,13.0,run,7.0
BUF,0,1,LA,0.0,55.0,1695,1,2.0,3,0,0,0,1,0,0,0,0,0,0,0,0,20.0,pass,-3.0
BUF,0,1,LA,0.0,49.0,1653,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,26.0,run,2.0
BUF,0,1,LA,0.0,47.0,1614,1,2.0,8,0,0,0,0,0,1,0,0,0,0,0,0,28.0,pass,6.0
BUF,0,1,LA,0.0,35.0,1580,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,40.0,run,1.0
BUF,0,1,LA,0.0,34.0,1542,1,2.0,9,0,0,0,0,0,1,0,0,0,0,0,0,41.0,pass,6.0
BUF,0,1,LA,0.0,26.0,1503,1,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,49.0,pass,15.0
LA,0,1,BUF,-7.0,83.0,1492,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,5.0
LA,0,1,BUF,-7.0,83.0,1444,1,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0.0,run,2.0
LA,0,1,BUF,-7.0,81.0,1405,1,3.0,8,0,0,0,0,0,0,0,0,1,0,0,0,2.0,pass,22.0
LA,0,1,BUF,-7.0,58.0,1365,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,25.0,run,1.0
LA,0,1,BUF,-7.0,57.0,1343,1,2.0,9,0,0,0,0,0,1,0,0,0,0,0,0,26.0,pass,-3.0
LA,0,1,BUF,-7.0,47.0,1308,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,36.0,pass,-1.0
LA,0,1,BUF,-7.0,51.0,1253,1,3.0,14,0,0,0,0,0,0,0,0,1,0,0,0,32.0,pass,6.0
BUF,0,1,LA,7.0,91.0,1206,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,7.0
BUF,0,1,LA,7.0,85.0,1126,1,3.0,4,0,0,0,0,0,0,0,1,0,0,0,0,6.0,pass,8.0
BUF,0,1,LA,7.0,75.0,1090,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,16.0,pass,-1.0
BUF,0,1,LA,7.0,64.0,1052,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,27.0,pass,12.0
BUF,0,1,LA,7.0,52.0,1013,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,39.0,pass,-3.0
BUF,0,1,LA,7.0,32.0,985,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,59.0,pass,1.0
BUF,0,1,LA,7.0,29.0,945,1,2.0,7,0,0,0,0,1,0,0,0,0,0,0,0,62.0,pass,5.0
LA,0,1,BUF,-7.0,76.0,939,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,0.0
LA,0,1,BUF,-7.0,76.0,917,1,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0.0,pass,5.0
LA,0,1,BUF,-7.0,70.0,900,2,3.0,4,0,0,0,0,0,0,0,1,0,0,0,0,6.0,pass,-4.0
BUF,0,1,LA,7.0,68.0,848,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,-1.0
BUF,0,1,LA,7.0,66.0,816,2,2.0,8,0,0,0,0,0,1,0,0,0,0,0,0,2.0,run,2.0
LA,1,0,BUF,-7.0,36.0,804,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,0.0
LA,1,0,BUF,-7.0,36.0,777,2,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0.0,pass,6.0
BUF,0,1,LA,7.0,68.0,775,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,5.0
BUF,0,1,LA,7.0,63.0,746,2,2.0,5,0,0,0,0,1,0,0,0,0,0,0,0,5.0,run,3.0
BUF,0,1,LA,7.0,60.0,704,2,3.0,2,0,0,0,0,0,0,1,0,0,0,0,0,8.0,pass,10.0
BUF,0,1,LA,7.0,50.0,665,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,18.0,pass,9.0
BUF,0,1,LA,7.0,29.0,621,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,39.0,pass,-6.0
BUF,0,1,LA,7.0,25.0,577,2,2.0,6,0,0,0,0,1,0,0,0,0,0,0,0,43.0,pass,-3.0
BUF,0,1,LA,7.0,23.0,535,2,3.0,4,0,0,0,0,0,0,0,1,0,0,0,0,45.0,pass,17.0
LA,0,1,BUF,-10.0,60.0,528,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,4.0
LA,0,1,BUF,-10.0,56.0,489,2,2.0,6,0,0,0,0,1,0,0,0,0,0,0,0,4.0,pass,5.0
LA,0,1,BUF,-10.0,56.0,484,2,3.0,6,0,0,0,0,0,0,0,1,0,0,0,0,4.0,pass,7.0
LA,0,1,BUF,-10.0,44.0,440,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,16.0,run,3.0
LA,0,1,BUF,-10.0,40.0,342,2,3.0,14,0,0,0,0,0,0,0,0,1,0,0,0,20.0,pass,12.0
LA,0,1,BUF,-10.0,25.0,254,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,35.0,run,18.0
LA,0,1,BUF,-10.0,7.0,222,2,1.0,7,1,0,0,0,0,0,0,0,0,1,0,1,53.0,run,3.0
LA,0,1,BUF,-10.0,4.0,185,2,2.0,4,0,0,0,0,1,0,0,0,0,1,0,1,56.0,pass,4.0
BUF,0,1,LA,3.0,75.0,180,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,2.0
BUF,0,1,LA,3.0,72.0,136,2,3.0,7,0,0,0,0,0,0,0,1,0,0,0,0,3.0,pass,10.0
BUF,0,1,LA,3.0,62.0,120,2,1.0,10,1,0,0,0,0,0,0,0,0,0,1,0,13.0,pass,12.0
LA,1,0,BUF,-3.0,45.0,108,2,2.0,10,0,0,0,0,0,1,0,0,0,0,1,0,0.0,pass,23.0
LA,1,0,BUF,-3.0,40.0,100,2,1.0,10,1,0,0,0,0,0,0,0,0,0,1,0,5.0,pass,5.0
LA,1,0,BUF,-3.0,31.0,80,2,2.0,1,0,0,0,1,0,0,0,0,0,0,1,0,14.0,run,0.0
LA,1,0,BUF,-3.0,31.0,39,2,3.0,1,0,0,0,0,0,0,1,0,0,0,1,0,14.0,run,2.0
LA,1,0,BUF,-3.0,38.0,26,2,2.0,19,0,0,0,0,0,1,0,0,0,0,1,0,7.0,pass,-3.0
LA,0,1,BUF,0.0,89.0,1795,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,2.0
LA,0,1,BUF,0.0,87.0,1769,3,2.0,8,0,0,0,0,0,1,0,0,0,0,0,0,2.0,pass,3.0
BUF,0,1,LA,0.0,58.0,1682,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,12.0
BUF,0,1,LA,0.0,46.0,1642,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,12.0,run,1.0
BUF,0,1,LA,0.0,45.0,1595,3,2.0,9,0,0,0,0,0,1,0,0,0,0,0,0,13.0,run,7.0
BUF,0,1,LA,0.0,43.0,1534,3,3.0,7,0,0,0,0,0,0,0,1,0,0,0,0,15.0,run,8.0
BUF,0,1,LA,0.0,35.0,1507,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,23.0,run,13.0
BUF,0,1,LA,0.0,22.0,1464,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,36.0,pass,4.0
BUF,0,1,LA,0.0,15.0,1425,3,2.0,3,0,0,0,1,0,0,0,0,0,1,0,0,43.0,pass,-5.0
BUF,0,1,LA,0.0,7.0,1382,3,1.0,7,1,0,0,0,0,0,0,0,0,1,0,1,51.0,pass,6.0
LA,0,1,BUF,-7.0,75.0,1348,3,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0.0,pass,21.0
LA,0,1,BUF,-7.0,52.0,1322,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,23.0,pass,4.0
LA,0,1,BUF,-7.0,42.0,1278,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,33.0,run,1.0
LA,0,1,BUF,-7.0,50.0,1225,3,3.0,18,0,0,0,0,0,0,0,0,1,0,0,0,25.0,pass,45.0
BUF,0,1,LA,7.0,94.0,1211,3,1.0,15,0,0,1,0,0,0,0,0,0,0,0,0,-5.0,run,8.0
BUF,0,1,LA,7.0,86.0,1169,3,2.0,7,0,0,0,0,1,0,0,0,0,0,0,0,3.0,run,8.0
BUF,0,1,LA,7.0,78.0,1128,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,11.0,run,0.0
BUF,0,1,LA,7.0,78.0,1086,3,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,11.0,pass,9.0
BUF,0,1,LA,7.0,67.0,1045,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,22.0,run,1.0
BUF,0,1,LA,7.0,66.0,1005,3,2.0,9,0,0,0,0,0,1,0,0,0,0,0,0,23.0,pass,2.0
BUF,0,1,LA,7.0,62.0,979,3,3.0,5,0,0,0,0,0,0,0,1,0,0,0,0,27.0,pass,4.0
BUF,0,1,LA,7.0,56.0,937,3,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,33.0,pass,6.0
BUF,0,1,LA,7.0,56.0,933,3,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,33.0,run,3.0
BUF,0,1,LA,7.0,53.0,900,4,3.0,7,0,0,0,0,0,0,0,1,0,0,0,0,36.0,pass,40.0
BUF,0,1,LA,7.0,6.0,854,4,1.0,6,0,0,0,0,0,0,0,0,0,1,0,1,83.0,run,2.0
BUF,0,1,LA,7.0,4.0,818,4,2.0,4,0,0,0,0,1,0,0,0,0,1,0,1,85.0,pass,4.0
BUF,0,1,LA,7.0,4.0,814,4,3.0,4,0,0,0,0,0,0,0,1,0,1,0,1,85.0,run,4.0
LA,0,1,BUF,-14.0,78.0,803,4,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,3.0
LA,0,1,BUF,-14.0,68.0,773,4,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,10.0,run,0.0
LA,0,1,BUF,-14.0,68.0,745,4,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,10.0,pass,3.0
LA,0,1,BUF,-14.0,61.0,698,4,3.0,3,0,0,0,0,0,0,1,0,0,0,0,0,17.0,pass,3.0
LA,0,1,BUF,-14.0,57.0,670,4,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,21.0,pass,22.0
BUF,0,1,LA,14.0,59.0,661,4,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,1.0
BUF,0,1,LA,14.0,58.0,619,4,2.0,9,0,0,0,0,0,1,0,0,0,0,0,0,1.0,run,5.0
BUF,0,1,LA,14.0,53.0,573,4,3.0,4,0,0,0,0,0,0,0,1,0,0,0,0,6.0,pass,52.0
LA,0,1,BUF,-21.0,76.0,561,4,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,-1.0
LA,0,1,BUF,-21.0,81.0,557,4,2.0,15,0,0,0,0,0,1,0,0,0,0,0,0,-5.0,pass,-5.0
LA,0,1,BUF,-21.0,76.0,530,4,3.0,10,0,0,0,0,0,0,0,0,1,0,0,0,0.0,pass,6.0
