pos_team,posteam_home,posteam_away,def_team,score_differential,yardline_100,half_seconds_remaining,qtr,down,ydstogo,normal_first_down,first_and_short,first_and_long,second_and_short,second_and_medium,second_and_long,third_and_short,third_and_medium,third_and_long,in_redzone,is_two_minute_drill,is_goal_to_go,curr_drive_length,play_type,play_length
ARI,0,1,DET,0.0,77.0,1794.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,-2.0
ARI,0,1,DET,0.0,73.0,1756.0,1,2.0,6,0,0,0,0,1,0,0,0,0,0,0,0,4.0,run,2.0
ARI,0,1,DET,0.0,71.0,1714.0,1,3.0,4,0,0,0,0,0,0,0,1,0,0,0,0,6.0,pass,7.0
ARI,0,1,DET,0.0,56.0,1671.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,21.0,run,-2.0
ARI,0,1,DET,0.0,58.0,1633.0,1,2.0,12,0,0,0,0,0,1,0,0,0,0,0,0,19.0,pass,7.0
ARI,0,1,DET,0.0,58.0,1628.0,1,3.0,12,0,0,0,0,0,0,0,0,1,0,0,0,19.0,pass,7.0
DET,1,0,ARI,0.0,26.0,1620.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,5.0
DET,1,0,ARI,0.0,21.0,1589.0,1,2.0,5,0,0,0,0,1,0,0,0,0,0,0,0,5.0,pass,3.0
DET,0,1,ARI,-7.0,85.0,1568.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,0.0
DET,0,1,ARI,-7.0,85.0,1529.0,1,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0.0,pass,2.0
DET,0,1,ARI,-7.0,83.0,1491.0,1,3.0,8,0,0,0,0,0,0,0,0,1,0,0,0,2.0,pass,28.0
ARI,0,1,DET,7.0,67.0,1473.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,-2.0
ARI,0,1,DET,7.0,64.0,1437.0,1,2.0,7,0,0,0,0,1,0,0,0,0,0,0,0,3.0,run,6.0
ARI,0,1,DET,7.0,58.0,1417.0,1,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,9.0,run,0.0
DET,0,1,ARI,-7.0,93.0,1337.0,1,2.0,17,0,0,0,0,0,1,0,0,0,0,0,0,-7.0,pass,3.0
DET,0,1,ARI,-7.0,88.0,1291.0,1,3.0,12,0,0,0,0,0,0,0,0,1,0,0,0,-2.0,pass,-1.0
ARI,0,1,DET,7.0,13.0,1272.0,1,1.0,10,1,0,0,0,0,0,0,0,0,1,0,0,0.0,run,1.0
ARI,0,1,DET,7.0,12.0,1232.0,1,2.0,9,0,0,0,0,0,1,0,0,0,1,0,0,1.0,run,1.0
ARI,0,1,DET,7.0,11.0,1189.0,1,3.0,8,0,0,0,0,0,0,0,0,1,1,0,0,2.0,pass,10.0
ARI,0,1,DET,7.0,5.0,1176.0,1,1.0,5,0,0,0,0,0,0,0,0,0,1,0,1,8.0,pass,-1.0
ARI,0,1,DET,7.0,3.0,1144.0,1,2.0,3,0,0,0,1,0,0,0,0,0,1,0,1,10.0,run,1.0
ARI,0,1,DET,7.0,2.0,1102.0,1,3.0,2,0,0,0,0,0,0,1,0,0,1,0,1,11.0,pass,-5.0
DET,0,1,ARI,-10.0,93.0,1055.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,1.0
DET,0,1,ARI,-10.0,92.0,1022.0,1,2.0,9,0,0,0,0,0,1,0,0,0,0,0,0,1.0,pass,-2.0
DET,0,1,ARI,-10.0,85.0,978.0,1,3.0,2,0,0,0,0,0,0,1,0,0,0,0,0,8.0,pass,2.0
DET,0,1,ARI,-10.0,83.0,946.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,10.0,run,-1.0
DET,0,1,ARI,-10.0,84.0,924.0,1,2.0,11,0,0,0,0,0,1,0,0,0,0,0,0,9.0,pass,6.0
DET,0,1,ARI,-10.0,80.0,900.0,2,3.0,7,0,0,0,0,0,0,0,1,0,0,0,0,13.0,pass,16.0
DET,0,1,ARI,-10.0,62.0,867.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,31.0,run,3.0
DET,0,1,ARI,-10.0,59.0,841.0,2,2.0,7,0,0,0,0,1,0,0,0,0,0,0,0,34.0,pass,4.0
DET,0,1,ARI,-10.0,53.0,796.0,2,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.0,pass,-1.0
ARI,0,1,DET,10.0,78.0,757.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,11.0
ARI,0,1,DET,10.0,78.0,753.0,2,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0.0,run,3.0
ARI,0,1,DET,10.0,75.0,713.0,2,3.0,7,0,0,0,0,0,0,0,1,0,0,0,0,3.0,pass,6.0
ARI,0,1,DET,10.0,42.0,680.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,36.0,pass,-1.0
ARI,0,1,DET,10.0,57.0,649.0,2,2.0,25,0,0,0,0,0,1,0,0,0,0,0,0,21.0,pass,24.0
DET,1,0,ARI,-10.0,52.0,619.0,2,1.0,20,0,0,1,0,0,0,0,0,0,0,0,0,-10.0,run,5.0
DET,1,0,ARI,-10.0,47.0,587.0,2,2.0,15,0,0,0,0,0,1,0,0,0,0,0,0,-5.0,pass,1.0
DET,1,0,ARI,-10.0,44.0,545.0,2,3.0,12,0,0,0,0,0,0,0,0,1,0,0,0,-2.0,run,15.0
DET,1,0,ARI,-10.0,29.0,499.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,13.0,run,5.0
DET,1,0,ARI,-10.0,24.0,460.0,2,2.0,5,0,0,0,0,1,0,0,0,0,0,0,0,18.0,pass,11.0
DET,1,0,ARI,-10.0,24.0,453.0,2,3.0,5,0,0,0,0,0,0,0,1,0,0,0,0,18.0,pass,5.0
DET,1,0,ARI,-10.0,19.0,429.0,2,1.0,10,1,0,0,0,0,0,0,0,0,1,0,0,23.0,pass,5.0
DET,1,0,ARI,-10.0,13.0,394.0,2,2.0,4,0,0,0,0,1,0,0,0,0,1,0,0,29.0,run,3.0
DET,1,0,ARI,-10.0,10.0,350.0,2,3.0,1,0,0,0,0,0,0,1,0,0,1,0,0,32.0,run,6.0
DET,1,0,ARI,-10.0,4.0,309.0,2,1.0,4,0,1,0,0,0,0,0,0,0,1,0,1,38.0,run,-2.0
