pos_team,posteam_home,posteam_away,def_team,score_differential,yardline_100,half_seconds_remaining,qtr,down,ydstogo,normal_first_down,first_and_short,first_and_long,second_and_short,second_and_medium,second_and_long,third_and_short,third_and_medium,third_and_long,in_redzone,is_two_minute_drill,is_goal_to_go,curr_drive_length,play_type,play_length
SF,0,1,ARI,0.0,75.0,1800.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,4.0
SF,0,1,ARI,0.0,55.0,1782.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,20.0,run,14.0
SF,0,1,ARI,0.0,41.0,1739.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,34.0,run,2.0
SF,0,1,ARI,0.0,39.0,1701.0,1,2.0,8,0,0,0,0,0,1,0,0,0,0,0,0,36.0,run,-6.0
SF,0,1,ARI,0.0,45.0,1659.0,1,3.0,14,0,0,0,0,0,0,0,0,1,0,0,0,30.0,pass,10.0
ARI,0,1,SF,-3.0,75.0,1610.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,3.0
ARI,0,1,SF,-3.0,72.0,1584.0,1,2.0,7,0,0,0,0,1,0,0,0,0,0,0,0,3.0,pass,6.0
ARI,0,1,SF,-3.0,75.0,1558.0,1,2.0,20,0,0,0,0,0,1,0,0,0,0,0,0,0.0,pass,4.0
SF,0,1,ARI,3.0,76.0,1505.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,5.0
ARI,0,1,SF,-10.0,75.0,1493.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,-4.0
ARI,0,1,SF,-10.0,74.0,1460.0,1,2.0,9,0,0,0,0,0,1,0,0,0,0,0,0,1.0,pass,-6.0
ARI,0,1,SF,-10.0,72.0,1423.0,1,3.0,7,0,0,0,0,0,0,0,1,0,0,0,0,3.0,pass,18.0
SF,0,1,ARI,10.0,69.0,1411.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,pass,1.0
SF,0,1,ARI,10.0,64.0,1376.0,1,2.0,5,0,0,0,0,1,0,0,0,0,0,0,0,5.0,run,0.0
SF,0,1,ARI,10.0,64.0,1337.0,1,3.0,5,0,0,0,0,0,0,0,1,0,0,0,0,5.0,pass,4.0
ARI,0,1,SF,-10.0,10.0,1325.0,1,1.0,10,1,0,0,0,0,0,0,0,0,1,0,1,0.0,pass,-2.0
SF,0,1,ARI,3.0,82.0,1269.0,1,2.0,17,0,0,0,0,0,1,0,0,0,0,0,0,-7.0,pass,12.0
SF,0,1,ARI,3.0,68.0,1229.0,1,3.0,3,0,0,0,0,0,0,1,0,0,0,0,0,7.0,pass,22.0
ARI,0,1,SF,-3.0,78.0,1217.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,2.0
ARI,0,1,SF,-3.0,76.0,1192.0,1,2.0,8,0,0,0,0,0,1,0,0,0,0,0,0,2.0,pass,28.0
ARI,0,1,SF,-3.0,76.0,1185.0,1,3.0,8,0,0,0,0,0,0,0,0,1,0,0,0,2.0,pass,-2.0
ARI,0,1,SF,-3.0,78.0,1169.0,1,3.0,10,0,0,0,0,0,0,0,0,1,0,0,0,0.0,run,1.0
SF,0,1,ARI,3.0,62.0,1141.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,9.0
SF,0,1,ARI,3.0,53.0,1099.0,1,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,9.0,run,7.0
SF,0,1,ARI,3.0,46.0,1061.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,16.0,pass,2.0
SF,0,1,ARI,3.0,32.0,1020.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,30.0,pass,3.0
SF,0,1,ARI,3.0,22.0,974.0,1,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,40.0,run,3.0
SF,0,1,ARI,3.0,19.0,934.0,1,2.0,7,0,0,0,0,1,0,0,0,0,1,0,0,43.0,run,9.0
SF,0,1,ARI,3.0,10.0,900.0,2,1.0,10,1,0,0,0,0,0,0,0,0,1,0,1,52.0,run,3.0
SF,0,1,ARI,3.0,17.0,796.0,2,3.0,17,0,0,0,0,0,0,0,0,1,1,0,1,45.0,run,16.0
ARI,0,1,SF,-3.0,99.0,750.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,4.0
ARI,0,1,SF,-3.0,95.0,723.0,2,2.0,6,0,0,0,0,1,0,0,0,0,0,0,0,4.0,pass,-1.0
ARI,0,1,SF,-3.0,95.0,719.0,2,3.0,6,0,0,0,0,0,0,0,1,0,0,0,0,4.0,pass,6.0
ARI,0,1,SF,-3.0,89.0,676.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,10.0,run,3.0
ARI,0,1,SF,-3.0,86.0,649.0,2,2.0,7,0,0,0,0,1,0,0,0,0,0,0,0,13.0,pass,-3.0
ARI,0,1,SF,-3.0,86.0,643.0,2,3.0,7,0,0,0,0,0,0,0,1,0,0,0,0,13.0,pass,7.0
ARI,0,1,SF,-3.0,77.0,621.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,22.0,pass,-2.0
ARI,0,1,SF,-3.0,65.0,589.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,34.0,run,11.0
ARI,0,1,SF,-3.0,54.0,567.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,45.0,pass,15.0
ARI,0,1,SF,-3.0,39.0,533.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,60.0,run,0.0
ARI,0,1,SF,-3.0,39.0,495.0,2,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,60.0,pass,4.0
ARI,0,1,SF,-3.0,34.0,456.0,2,3.0,5,0,0,0,0,0,0,0,1,0,0,0,0,65.0,pass,1.0
SF,0,1,ARI,3.0,58.0,448.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,3.0
SF,0,1,ARI,3.0,55.0,412.0,2,2.0,7,0,0,0,0,1,0,0,0,0,0,0,0,3.0,pass,6.0
SF,0,1,ARI,3.0,37.0,378.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,21.0,pass,34.0
SF,0,1,ARI,3.0,37.0,368.0,2,2.0,10,0,0,0,0,0,1,0,0,0,0,0,0,21.0,run,1.0
SF,0,1,ARI,3.0,36.0,332.0,2,3.0,9,0,0,0,0,0,0,0,0,1,0,0,0,22.0,pass,4.0
ARI,0,1,SF,-3.0,86.0,316.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,9.0
ARI,0,1,SF,-3.0,77.0,280.0,2,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,9.0,run,5.0
ARI,0,1,SF,-3.0,72.0,247.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,14.0,run,1.0
ARI,0,1,SF,-3.0,71.0,210.0,2,2.0,9,0,0,0,0,0,1,0,0,0,0,0,0,15.0,pass,7.0
ARI,0,1,SF,-3.0,63.0,161.0,2,1.0,15,0,0,1,0,0,0,0,0,0,0,0,0,23.0,pass,5.0
SF,1,0,ARI,3.0,26.0,149.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.0,run,3.0
SF,1,0,ARI,3.0,23.0,117.0,2,2.0,7,0,0,0,0,1,0,0,0,0,0,1,0,3.0,pass,-3.0
SF,1,0,ARI,3.0,14.0,79.0,2,1.0,10,1,0,0,0,0,0,0,0,0,1,1,0,12.0,pass,5.0
SF,1,0,ARI,3.0,8.0,44.0,2,2.0,4,0,0,0,0,1,0,0,0,0,1,1,0,18.0,pass,-2.0
SF,1,0,ARI,3.0,8.0,41.0,2,3.0,4,0,0,0,0,0,0,0,1,0,1,1,0,18.0,pass,2.0
ARI,0,1,SF,-6.0,75.0,30.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,1,0,0.0,run,20.0
ARI,0,1,SF,-6.0,55.0,23.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,1,0,20.0,pass,12.0
ARI,0,1,SF,-6.0,43.0,18.0,2,1.0,10,1,0,0,0,0,0,0,0,0,0,1,0,32.0,run,0.0
ARI,0,1,SF,-6.0,43.0,13.0,2,2.0,10,0,0,0,0,0,1,0,0,0,0,1,0,32.0,pass,3.0
ARI,0,1,SF,-3.0,70.0,1726.0,3,2.0,17,0,0,0,0,0,1,0,0,0,0,0,0,-7.0,pass,9.0
